Pivot1-Werte;female_ratio;teaching;international_score;research;citations;income;total_score;num_students;student_staff_ratio;international_students
01.01.2015;39;48,1;35,8;50,2;51,7;98,5;50,2;24365;20,3;0,09
01.01.2015;54;42,8;75,8;39,8;62,7;36;50,2;25295;16,4;0,23
01.01.2015;53;46,5;37,1;35,1;73,1;;50,1;62468;13,6;0,13
01.01.2015;51;29,4;61,6;27,5;91,5;39,5;50,1;20626;22;0,12
01.01.2015;47;38,3;33,1;35,4;80,4;49,1;50;6178;6,6;0,16
01.01.2015;54;30,9;66,3;47,5;66,5;59,8;49,9;23895;13,6;0,14
01.01.2015;54;32;79,8;32,7;78;35,8;49,7;17755;18,8;0,28
01.01.2015;39;48,8;27,5;57,3;47,7;43,8;49,3;31891;11,9;0,07
01.01.2015;31;39;56,8;29,9;75;69,8;49,2;37917;27,6;0,16
01.01.2015;31;51,3;29,1;48;51,1;73,6;49,1;23144;7,8;0,09
01.01.2015;52;31,3;79,5;33,2;76,2;40;49,1;18815;13,6;0,3
01.01.2015;50;36,3;87,3;38,1;62,2;63,3;49,1;20851;20,7;0,27
01.01.2015;67;34;71,8;34,4;73,5;44,4;49;27545;4,1;0,19
01.01.2015;49;38,1;64,4;33,8;73;29,3;49;2218;8;0,14
01.01.2015;45;38,8;27,5;36,5;75;58,1;48,6;25674;16,9;0,09
01.01.2015;52;38;56,7;28,1;74;81,4;48,3;26467;31,2;0,16
01.01.2015;48;33,8;79,3;40,4;61,1;65,3;48,2;20771;30,1;0,26
01.01.2015;34;30,2;37,3;36,9;79,7;51,1;48,1;34550;16;0,05
01.01.2015;26;40,5;60,1;34,9;62,9;82,7;48,1;25294;24,6;0,16
01.01.2015;59;25,1;63,2;28,3;88,3;35,9;48,1;10901;18,3;0,13
01.01.2015;25;49,7;29,7;47,3;49,6;76,8;48,1;17200;5;0,07
01.01.2015;50;42,7;56,7;27,2;73,1;;48;15286;5,7;0,14
01.01.2015;56;34,6;61;33,6;67,7;100;47,9;12346;30,3;0,16
01.01.2015;54;39,9;70,6;35,8;62,7;39,6;47,8;30144;15;0,27
01.01.2015;54;37,9;59,7;34,9;67,7;46,1;47,8;28856;42;0,19
01.01.2015;53;51,1;43,3;28,2;62,2;80;47,7;15408;8,5;0,14
01.01.2015;56;21,6;70,1;30,6;86,7;31,6;47,7;17581;21,5;0,11
01.01.2015;54;28,6;87,3;33,4;68,4;74,2;47,5;29787;18,9;0,28
01.01.2015;52;41,9;31,7;33,5;71;49,3;47,5;27526;11,6;0,11
01.01.2015;55;32,4;41,2;24,4;87,1;40,6;47,3;19660;15,9;0,15
01.01.2015;;38;57,3;29,3;73;31,3;47,1;16130;12,1;0,13
01.01.2015;54;28;84,1;30,2;74,3;42,1;47,1;12938;15,8;0,33
01.01.2015;63;25,6;67,4;19,7;92,2;29,1;47;27756;14,8;0,17
01.01.2015;56;29;40,6;36,3;73,1;99,3;47;19262;15,9;0,1
01.01.2015;50;35,7;29,5;37,5;73,1;32,6;46,9;83236;29,9;0,09
01.01.2015;39;26;44,6;27,1;88,5;42,9;46,9;2739;15,9;0,06
01.01.2015;67;35,2;91;39,7;56,3;29,4;46,9;34651;20,5;0,25
01.01.2015;50;36,4;54,7;21,9;81,3;34;46,8;18539;15,1;0,26
01.01.2015;;36,1;60,3;35,2;66,3;36,6;46,7;27139;18,8;0,18
01.01.2015;53;45,2;27,6;23,9;77,8;;46,7;6753;5,5;0,07
01.01.2015;50;32,8;60,5;24,4;80,4;31,3;46,6;21908;10,9;0,24
01.01.2015;;43,5;46,1;51,1;45,5;42,6;46,6;23977;24,4;0,04
01.01.2015;60;37,9;63,2;34,7;62,9;45,9;46,6;36733;26,3;0,15
01.01.2015;47;40,1;57;39,8;57,5;39,6;46,5;25668;19;0,19
01.01.2015;51;31;71,3;32,9;68,6;49,8;46,3;10015;7,1;0,28
01.01.2015;50;45,6;37,4;34;61;49,4;46,2;32175;12,2;0,11
01.01.2015;44;36,4;40,6;30,9;72;54,4;46,2;29991;17,4;0,11
01.01.2015;55;32,2;54,8;22,2;83,8;;46,1;32474;70,4;0,13
01.01.2015;43;55,9;60,4;42,1;33,8;78,5;46;30822;7,7;0,2
01.01.2015;61;23,1;55,8;27,3;86,4;32,4;46;2958;13,4;0,17
01.01.2015;58;25,2;76,5;22,6;83,7;29,2;45,9;14992;14,7;0,28
01.01.2015;54;29,8;83,9;31,6;67,1;34,8;45,7;14541;13,4;0,35
01.01.2015;34;19,7;63;13,1;99,2;53,7;45,6;4408;13,7;0,26
01.01.2015;56;44,6;39,9;25,1;70;29,3;45,6;20541;12;0,16
01.01.2015;;28;44,6;27,7;76;46,4;;;;
01.01.2015;57;30,5;69,3;30,4;69,3;34,8;;23347;13,1;0,23
01.01.2015;60;28,1;55,6;22,4;78,8;38,8;;31861;9,3;0,15
01.01.2015;55;41,5;53,3;36,3;57,2;31,5;;17612;10,7;0,05
01.01.2015;51;33,7;69,9;36,5;56,5;42,6;;22064;25,9;0,26
01.01.2015;;48,9;35,9;44,3;39,9;98,5;;24043;15,8;0,14
01.01.2015;50;30,3;73,8;29,6;70,3;35;;20174;15,2;0,29
01.01.2015;35;36,9;60,6;37,5;52;36,5;;13855;19,4;0,04
01.01.2015;47;35;54,1;22;73;56,7;;9187;11,2;0,1
01.01.2015;62;28,4;47,8;28,8;79,7;31;;47491;12,2;0,1
01.01.2015;60;29,5;65,3;27,9;68,5;34,2;;11623;11,1;0,12
01.01.2015;60;24,4;64,5;22,5;84,4;47,7;;11628;15,3;0,25
01.01.2015;53;43;53,4;34,1;55,1;40,7;;24313;9,2;0,17
01.01.2015;54;23,9;93,4;17,1;77;42;;18209;16,9;0,39
01.01.2015;55;32,8;75;34;58,1;34,9;;12050;14,8;0,28
01.01.2015;;36,9;26,3;27,3;73,6;71,6;;14290;7,9;0,02
01.01.2015;58;28,6;69,5;23,4;74;32;;46208;17,8;0,21
01.01.2015;48;51,6;25,3;51,6;32,3;40,1;;81402;14,6;0,04
01.01.2015;44;26;55,4;28,2;77,8;41,6;;16306;22,8;0,23
01.01.2015;56;28,7;50,7;16;88,1;33,3;;18135;25,8;0,09
01.01.2015;37;32,3;67,2;45,3;49,4;89,2;;6631;12;0,26
01.01.2015;54;26,7;79,4;36,2;64,4;50,7;;23819;26,1;0,32
01.01.2015;51;33,3;26;23,5;81,3;38,2;;7326;4,6;0,05
01.01.2015;54;36,8;26,5;19,9;78,7;30;;7867;11,8;0,07
01.01.2015;;44,5;35,7;45,8;44,3;69,7;;24774;11,6;0,14
01.01.2015;59;30,4;46,4;29,2;67;34,6;;30538;12,3;0,1
01.01.2015;55;28,3;84,4;29,3;60,4;28,7;;9454;17,2;0,38
01.01.2015;46;22,1;88,8;21,4;75,3;31,9;;12613;17,6;0,38
01.01.2015;47;24,3;61,1;24,5;76,9;30,7;;25036;29,8;0,18
01.01.2015;55;33,6;71,6;30;54,4;68,9;;15064;14,4;0,18
01.01.2015;;35,8;55,7;29,9;58,1;62,7;;27227;16,2;0,12
01.01.2015;28;39,6;58,7;23,2;55,1;99;;1283;5,6;0,22
01.01.2015;29;37,5;31,8;31,8;59,9;86,3;;15529;7,9;0,1
01.01.2015;30;30,9;42,8;26,2;67,8;49,9;;6671;15;0,16
01.01.2015;55;24,6;61,4;29,3;67,6;41,8;;26640;28,3;0,19
01.01.2015;51;25,7;39,6;35;68,9;;;15387;18,5;0,08
01.01.2015;;42,2;70,4;32,3;47;63,4;;;;
01.01.2015;35;19,6;39,5;9,8;100;31;;9303;9,9;0,04
01.01.2015;;31,7;79,4;28,1;61,7;33,8;;22193;24,5;0,23
01.01.2015;53;34,4;63,1;30,5;59,4;41,5;;28341;16,5;0,17
01.01.2015;;24,1;46,8;38,2;64,4;37;;26420;16,4;0,12
01.01.2015;53;31,1;44,2;24,3;70,8;42;;24444;23,8;0,08
01.01.2015;54;30,5;57;33,4;59,4;52,5;;10930;59,1;0,12
01.01.2015;60;27,1;40,6;23;76,6;45;;33370;72,5;0,05
01.01.2015;53;27,8;86,9;32,5;58,7;40,1;;24519;44,1;0,31
01.01.2015;54;38,3;63,7;35,7;47;50,7;;27387;20,7;0,16
01.01.2015;57;28,6;50,2;17,3;81,4;30;;26576;38,4;0,08
01.01.2015;27;43,3;75,9;32,4;41,7;64,1;;26419;52;0,27
01.01.2015;59;27,5;59,7;35,3;62,9;34,1;;48007;39,4;0,09
01.01.2015;32;31,8;59,4;31,3;50,2;64,5;;16099;24,2;0,17
01.01.2015;24;13;48,7;10,1;99,7;28,1;;11718;34;0,02
01.01.2015;50;28,6;73,1;17;71,1;33,7;;7426;2,9;0,28
01.01.2015;46;34,6;50,2;23,3;59,6;51,7;;29743;13,3;0,1
01.01.2015;33;39,4;24,8;40,3;49,1;49,4;;10221;13,5;0,05
01.01.2015;56;26,7;71,7;24,8;62,8;43,1;;14067;26,8;0,14
01.01.2015;58;37,3;55,4;33,4;48,2;59;;20488;22,1;0,1
01.01.2015;54;30,1;88,6;25,1;52,2;43,7;;17940;17,9;0,3
01.01.2015;67;27,9;49,6;25,2;59,9;99,8;;3879;4,6;
01.01.2015;28;36,9;59,6;33,7;42;88,9;;20300;53,6;0,18
01.01.2015;50;33,9;53;27,6;55,7;46,3;;18590;25,6;0,11
01.01.2015;;35,1;59,4;30,7;51,5;38,3;;;;
01.01.2015;66;14,9;59,1;24,7;74,8;64;;13960;25,9;0,08
01.01.2015;53;30,6;48,2;18,1;73;38,2;;39838;46,1;0,08
01.01.2015;;29,6;32,2;23,4;73,1;44,5;;;;
01.01.2015;56;26,5;70,6;29,9;57,5;75,6;;23508;21,9;0,18
01.01.2015;57;27,1;81,5;27,7;57,6;31,9;;18600;20,3;0,21
01.01.2015;56;26,3;43,5;19,2;75,6;64,4;;22958;40,6;0,06
01.01.2015;64;32,3;40,3;25,6;64,5;38,4;;19959;58,4;0,01
01.01.2015;;27,7;41;37,9;55,1;99,8;;31424;21,5;0,1
01.01.2015;44;17,3;54,6;12,1;89,8;36,5;;15773;16,9;0,02
01.01.2015;56;22,3;66,3;21,7;67,3;94,8;;23321;18,6;0,09
01.01.2015;51;26,8;57,3;20,3;70,3;46;;16841;43,2;0,08
01.01.2015;62;29,4;39,3;20,3;72,5;40,8;;67552;66;0,06
01.01.2015;45;30,9;63,1;40,4;47;41,7;;30726;24,2;0,14
01.01.2015;30;35,7;62,5;32,8;40,8;75,8;;8605;11,6;0,15
01.01.2015;52;27,6;30,4;31,3;59,9;38,8;;26769;19;0,05
01.01.2015;19;32,6;18,2;39,5;51,6;37,9;;3318;8,2;0,01
01.01.2015;31;25,2;59,1;25,5;59,9;73,8;;3486;23,9;0,19
01.01.2015;51;23,7;56,6;22,5;67,4;33,6;;36731;18,4;0,14
01.01.2015;27;35;30,7;40,7;40,4;98,2;;12646;16,6;0,05
01.01.2015;46;33,5;54,7;29,6;49,6;45;;17381;13,9;0,09
01.01.2015;46;23,7;29,2;10,5;84,4;28,3;;16691;23,9;0,01
01.01.2015;52;18,4;51,3;18,1;80,5;28,8;;24121;25,9;0,13
01.01.2015;54;29,9;69,8;36;42,9;71,9;;33391;35,8;0,17
01.01.2015;37;37,9;23,9;37,9;38,9;88,4;;38191;12,8;0,06
01.01.2015;53;30;47,8;31,2;45,6;94,7;;21849;23;0,08
01.01.2015;49;33;62,2;45,1;34,9;55,1;;7576;22,4;0,1
01.01.2015;51;42,7;21,8;22,9;51,1;56,9;;2872;3,3;0,07
01.01.2015;55;26,7;70,8;22,2;56,9;45,9;;15805;22,3;0,15
01.01.2015;56;31;43,1;23,2;64,5;34,9;;85532;22,9;0,07
01.01.2015;54;32;26;22,4;67,8;35,6;;36108;15,7;0,06
01.01.2015;49;28,4;49;15,3;68,7;46,8;;36146;53,9;0,09
01.01.2015;58;29,2;84,4;19,7;58,6;48,2;;10416;46,9;0,19
01.01.2015;57;39,7;35,3;28,9;46,6;31,1;;33119;19,9;0,07
01.01.2015;58;17,1;73,3;20,3;68,1;33,6;;8521;14,9;0,31
01.01.2015;60;25,3;37,4;22,9;66,9;40,1;;58618;24,3;0,05
01.01.2015;46;31;47,8;24,4;57,5;35;;21789;16,4;0,09
01.01.2015;59;25,7;80,8;24;52,7;83,9;;18971;26,2;0,32
01.01.2015;55;34,5;37,3;27,5;55,1;31,8;;29336;16,3;0,01
01.01.2015;50;25,2;80,4;27,8;55,1;44,7;;16489;25,4;0,24
01.01.2015;55;21,6;84,2;28,5;53,8;49,7;;17142;21,1;0,21
01.01.2015;42;40,1;28,9;40;40,7;42,6;;30850;18,6;0,1
01.01.2015;56;28,6;48,8;19,3;59,7;32,2;;28296;13;0,15
01.01.2015;55;22,4;73,1;23;55,8;31,1;;9567;19,5;0,22
01.01.2015;67;20,3;45,5;17,8;64,5;32,7;;5570;25,4;0,15
01.01.2015;62;31,5;53,9;24,3;50,1;29,4;;51438;13;0,15
01.01.2015;57;40,7;29,1;10,4;63,3;32,4;;7086;8,3;0,02
01.01.2015;60;20,1;71,8;20,6;57,5;30,6;;32713;30,4;0,17
01.01.2015;48;31,8;42,2;14,3;57,5;34,6;;20713;10,8;0,18
01.01.2015;61;21,2;62,3;13,2;70,8;29,1;;10441;11;0,25
01.01.2015;;40,2;59,4;17,3;50,3;;;;;
01.01.2015;50;27;41,5;16,5;61;39,2;;21379;15,1;0,1
01.01.2015;52;21,6;49,8;24,4;58,5;50,6;;4488;14,6;0,08
01.01.2015;55;24;89,2;24,8;50,2;36,2;;27930;20;0,44
01.01.2015;52;24,6;43,8;17,2;70,5;33,4;;7131;7,1;0,13
01.01.2015;47;27,8;36,7;21,1;63,3;32;;22578;16,8;0,09
01.01.2015;34;27,6;42,9;26,6;55,8;67,8;;30025;22,2;0,12
01.01.2015;;34,9;44,4;14,7;59,6;42,8;;24954;12,7;0,06
01.01.2015;57;19,7;26,9;24,8;65,6;29,2;;27420;31,7;0,05
01.01.2015;59;32,3;37,5;28,1;50,7;34,2;;120986;32,3;0,07
01.01.2015;27;28,7;19,4;34,7;50,4;86,2;;10977;18,7;0
01.01.2015;48;43,4;20,7;38,8;28;44,5;;27095;15,3;0,03
01.01.2015;51;32,5;37;25,2;54,1;58,9;;51351;16,6;0,08
01.01.2015;56;40,7;29,7;20,7;53,9;;;11381;8,4;0,08
01.01.2015;46;29,2;76,1;25,1;47,5;36,7;;12830;18,8;0,3
01.01.2015;51;21,1;88,2;23,4;53,8;49,5;;12187;16,5;0,2
01.01.2015;60;25,6;52,1;18,4;65,3;28,8;;43280;43,4;0,11
01.01.2015;51;37,6;38,8;27,1;45,4;31,1;;25742;13;0,11
01.01.2015;63;19;47;16,8;67;36;;14650;26,9;0,05
01.01.2015;49;21,9;49,2;13,7;64,1;44,2;;36051;46,6;0,11
01.01.2015;55;31,6;86,7;29;39,3;29,1;;12695;19,8;0,39
01.01.2015;50;39,3;33,1;25,8;44,2;43,2;;40325;43,7;0,09
01.01.2015;62;27,6;47,2;24;50,2;;;9703;15,2;0,05
01.01.2015;;30,6;32,2;20,1;62,2;36,2;;;;
01.01.2015;55;31,6;43,4;29,4;48,2;43,5;;28576;27,8;0,11
01.01.2015;46;16,3;45,1;6,5;83;28,6;;56060;38,7;0,01
01.01.2015;54;29,1;20,7;13,7;75;34,4;;12470;15,2;0,03
01.01.2015;67;36,4;34,8;16,5;51,5;34,5;;2857;2,6;0,08
01.01.2015;;32,6;30;15,7;57,5;34,5;;;;
01.01.2015;56;20,7;40,4;18,2;68;32,9;;62577;18,3;0,04
01.01.2015;52;22,4;36,7;18,8;69,2;37,7;;47247;18;0,04
01.01.2015;52;19,5;67,1;20,5;61,2;72,6;;22210;12,7;0,16
01.01.2015;61;21,5;66,9;25,1;49,9;30,7;;7828;15,9;0,22
01.01.2015;31;30,6;59,3;17,3;56,9;48,2;;24099;45,4;0,2
01.01.2015;66;22,9;45,6;22,2;58,7;42,5;;10045;9,5;0,04
01.01.2015;38;33,4;36,1;21,6;51,1;36,9;;15930;12,6;0,16
01.01.2015;60;17,9;43,7;12;72,7;30,8;;58413;15,4;0,09
01.01.2015;67;20,8;41,6;13,6;70;28,5;;49292;14,1;0,07
01.01.2015;57;32;30,7;15,2;61;;;23065;10,7;0,07
01.01.2015;41;36;21,5;33,1;40,2;88,6;;47508;15,9;0,05
01.01.2015;48;23,8;65,8;28,5;39,9;43,9;;17422;15,9;0,15
01.01.2015;48;20,7;66,5;20,6;52,2;33;;9252;19,2;0,18
01.01.2015;;19,4;79,7;21,6;45,1;35,7;;;;
01.01.2015;46;21,3;53,9;12,9;61,8;34,8;;12520;35,5;0,08
01.01.2015;57;27,5;48,6;19,1;52;37,4;;21428;67,8;0,08
01.01.2015;50;19,1;52,1;17,2;62,6;33,6;;35308;16,1;0,11
01.01.2015;53;20,1;91,3;17,1;45,3;36,1;;30333;17,1;0,38
01.01.2015;100;23,5;36;18;57,6;61,3;;17625;14,4;0,06
01.01.2015;54;26,3;35,8;20,3;53,9;28,7;;26622;17;0,07
01.01.2015;;31,5;48,4;32,3;29;88,7;;16729;10,4;0,19
01.01.2015;29;38,4;25,2;27,5;32,2;43,4;;18162;8,2;0,09
01.01.2015;16;34,2;19,5;24,6;43,5;49,7;;8327;14,9;0,01
01.01.2015;17;25,2;16,6;14,3;62,6;69;;8061;18,7;0,01
01.01.2015;39;20,7;20;27,3;48,9;84,1;;10964;26,5;0,01
01.01.2015;42;16,7;22,5;10;75;56,5;;17791;23,7;0,01
01.01.2015;28;36,5;26,1;28,5;33,6;68,7;;18925;6,7;0,08
01.01.2015;44;25,4;34,5;16,6;56,3;39,2;;6300;11,3;0,15
01.01.2015;52;20,2;50,9;27,6;51,5;;;17866;7,7;0,1
01.01.2015;59;21,2;85,3;17,8;46,5;40,5;;16606;32,8;0,43
01.01.2015;36;31,8;26,7;40,1;28,4;100;;21234;14,4;0,11
01.01.2015;37;26,4;24,2;32,9;39;47;;9336;19,6;0,04
01.01.2015;34;27,7;26,7;42,6;30,9;82;;7446;17,4;0,11
01.01.2015;55;24,7;82,6;18,9;43,5;28,4;;2473;15,6;0,63
01.01.2015;48;31,5;53,6;22,5;42;47,4;;38675;46,3;0,13
01.01.2015;44;20,2;86,9;16,3;50,2;38,8;;20314;36,5;0,33
01.01.2015;60;20,7;60;16,9;53,2;38,8;;10398;12,2;0,1
01.01.2015;60;21,2;50,3;25,7;52,7;31,3;;16667;11,9;0,07
01.01.2015;65;29,1;38,1;18,1;52;35,2;;51560;65,1;0,02
01.01.2015;64;24,3;44,1;21,6;53,8;32,8;;10798;17,3;0,06
01.01.2015;56;19,5;42,1;15,2;64,5;40,4;;18882;30,2;0,07
01.01.2015;59;18,1;37,4;17,3;60,8;35,4;;54290;17,2;0,07
01.01.2015;65;23,7;64,8;17,3;55,1;30,2;;20584;26,8;0,12
01.01.2015;54;16,2;74,9;10,9;65;29,6;;19665;19,4;0,27
01.01.2015;51;30,1;46,8;22,8;44,8;33,9;;47849;17,5;0,09
01.01.2015;54;25,9;69,1;18,4;44,6;70,4;;20951;25,9;0,23
01.01.2015;52;20,2;49,7;16,2;60,6;44,5;;19090;18,8;0,09
01.01.2015;53;31,7;29,6;22;46,6;31,2;;29885;14,1;0,05
01.01.2015;52;29,5;46,2;22,3;41,7;90,2;;11259;10,6;0,16
01.01.2015;45;16,1;73,3;10,6;61,6;29,2;;20161;19,1;0,23
01.01.2015;59;19,3;48;11,8;62,1;37,7;;36353;61,2;0,05
01.01.2015;36;21;34,3;20,2;63,3;29,1;;10243;19;0,03
01.01.2015;61;24,3;46,3;21,8;47,7;32,1;;12326;14,6;0,05
01.01.2015;;26,8;21;19,4;57,5;;;;;
01.01.2015;57;18,6;80,3;17;50;50;;10159;17;0,25
01.01.2015;55;31,2;54,5;17,9;48,1;44,8;;9020;17,1;0,16
01.01.2015;35;25,5;43,1;16,3;55,5;32,6;;52316;16,9;0,08
01.01.2015;50;28,5;36;27,5;44,2;54,5;;24550;18,3;0,07
01.01.2015;56;17,8;50,1;22,4;58,7;30,4;;30704;32,2;0,09
01.01.2015;;34,1;33,1;17,4;48,5;85,9;;46227;14,4;0,07
01.01.2015;31;16,2;21,4;8;75,8;57,8;;50260;14,9;0,02
01.01.2016;33;95,6;64;97,6;99,8;97,8;95,2;2243;6,9;0,27
01.01.2016;46;86,5;94,4;98,9;98,8;73,1;94,2;19919;11,6;0,34
01.01.2016;42;92,5;76,3;96,2;99,9;63,3;93,9;15596;7,8;0,22
01.01.2016;46;88,2;91,5;96,7;97;55;92,8;18812;11,8;0,34
01.01.2016;37;89,4;84;88,6;99,7;95,4;92;11074;9;0,33
01.01.2016;;83,6;77,2;99;99,8;45,2;91,6;20152;8,9;0,25
01.01.2016;45;85,1;78,5;91,9;99,3;52,1;90,1;7929;8,4;0,27
01.01.2016;37;83,3;96;88,5;96,7;53,7;89,1;15060;11,7;0,51
01.01.2016;31;77;97,9;95;91,1;80;88,3;18178;14,7;0,37
01.01.2016;42;85,7;65;88,9;99,2;36,6;87,9;14221;6,9;0,21
01.01.2016;50;77,6;70;90,4;98,2;100;87,6;15128;3,6;0,23
01.01.2016;50;86,5;64,3;87,8;97,2;43,3;87,4;11751;4,4;0,2
01.01.2016;50;80,4;61,9;91,1;99,7;47,9;87,2;36186;16,4;0,15
01.01.2016;56;78,1;94,4;91;94,2;40,5;87,1;26607;10,7;0,46
01.01.2016;;85,9;73,5;82,2;98,1;;86,1;25055;5,9;0,28
01.01.2016;52;80,8;56,4;88,6;98,5;47,9;85,8;38206;10,3;0,15
01.01.2016;51;82;49,5;86,9;98,6;47,9;85,2;20376;6,5;0,2
01.01.2016;48;77,9;63,9;86,1;97,2;33,7;84;21424;10,2;0,19
01.01.2016;;75,9;77,8;89,3;90,9;49,1;83,9;66198;19,5;0,15
01.01.2016;49;76;56,5;78;99;100;82,7;15172;4,8;0,17
01.01.2016;48;76,8;53,7;85,2;94,4;56,3;82,4;41786;9;0,16
01.01.2016;39;67,4;57,1;88,8;99,1;57,5;82,3;11885;13,1;0,35
01.01.2016;;69,8;93,6;80,6;94,3;32,2;81,3;;;
01.01.2016;58;68,6;89,8;77,2;96,3;36,1;80,3;25774;14,1;0,36
01.01.2016;48;69,8;53,9;78,4;96,5;81,2;79,5;18334;13,8;0,15
01.01.2016;49;71,7;96,2;84,5;79,4;49,8;79,2;31592;15,5;0,34
01.01.2016;61;64,5;93,8;75,8;93,8;40,1;78,2;21394;11,4;0,37
01.01.2016;70;60,6;73,1;81,1;92,2;75,8;77,5;7774;11,5;0,22
01.01.2016;62;70,5;62,8;77,4;85,7;100;77,3;35691;15,5;0,13
01.01.2016;55;74,7;49,3;72,3;95,3;30,4;77,2;42056;6,8;0,19
01.01.2016;27;61,3;98,6;67,5;94,6;65,4;76,1;9666;10,5;0,54
01.01.2016;53;67,1;51,2;70;98,6;43,1;75,6;44020;11,8;0,13
01.01.2016;55;62;87,1;75,5;86,6;64,6;75,4;40128;23,7;0,35
01.01.2016;54;60,2;90,5;73,2;91,5;42,6;75,3;50152;17,6;0,25
01.01.2016;54;59,9;68,6;76,9;87,3;100;74,8;42503;41,9;0,18
01.01.2016;47;64,5;45,8;81,2;86,8;52,8;74,5;42727;18,7;0,2
01.01.2016;55;68,8;62,8;69,6;88,2;68,2;74,4;28881;24,5;0,17
01.01.2016;56;66,1;85,5;72,1;78,9;40,3;72,6;31326;13,7;0,23
01.01.2016;48;56,9;42,9;69,8;98,7;56,7;72,2;27233;6,5;0,11
01.01.2016;52;52,6;61,5;66;99,2;90,4;72,2;22020;27,3;0,11
01.01.2016;31;57,8;71,5;72,7;86;73,7;72,1;19967;20,1;0,26
01.01.2016;;77,8;49,2;72,4;69,1;100;72;40148;8,3;0,14
01.01.2016;;81,4;30,3;83;60,9;50,8;71,1;26199;5,7;0,1
01.01.2016;54;60,1;58,4;72,7;84,3;57,3;71;35364;13,9;0,13
01.01.2016;53;64,6;99,5;72,8;70,1;53,7;71;19835;17,6;0,38
01.01.2016;51;59,3;31,7;69,7;92,2;63,1;70,3;49427;17,4;0,09
01.01.2016;32;73,3;39,5;83;58,8;100;70;39763;13,7;0,1
01.01.2016;56;52,6;70,3;66,9;87,8;100;70;9248;17;0,21
01.01.2016;;63,7;62,6;77;73,6;36,1;69,9;29987;52,5;0,16
01.01.2016;51;65,1;33;68,2;86,6;48,5;69,7;39655;10,8;0,11
01.01.2016;;62,8;57,8;55,7;96,4;31,4;69,6;8653;10,1;0,19
01.01.2016;52;54,7;93,3;77,3;72,3;48;69,5;14604;19,2;0,35
01.01.2016;33;61;63,8;66;80,1;99,2;69,4;35565;31,5;0,2
01.01.2016;46;70,6;85,5;47,7;87,1;37,1;69;2400;7,9;0,2
01.01.2016;48;48,4;94,6;61,3;85,6;99,9;68,2;25028;16,2;0,33
01.01.2016;52;58,4;87;66;77,3;42;68,1;34938;15,3;0,34
01.01.2016;57;54,3;84,4;68,1;77,5;72,4;68,1;41868;20,2;0,28
01.01.2016;53;52,2;66,5;64,7;87,4;62,8;67,8;24570;14,4;0,11
01.01.2016;;49,4;80,5;66,1;82,6;68,1;67,2;11385;23,8;0,36
01.01.2016;53;49,2;89,3;62,8;82,4;76,7;67;34718;32,7;0,27
01.01.2016;;54,3;44,9;55,6;99,2;33,5;67;12528;5,7;0,17
01.01.2016;59;48,1;55,8;64,3;88,1;89,1;66,6;30779;15,4;0,07
01.01.2016;58;58;39;54,5;95,9;39,4;66,4;26518;7,3;0,08
01.01.2016;58;57,8;51;49,5;97,7;30,3;66,1;24789;8,6;0,17
01.01.2016;26;55;84;73,8;61,5;100;65,9;15920;19,4;0,25
01.01.2016;52;53,5;35,3;61;88;98,5;65,9;46825;18;0,13
01.01.2016;59;50,5;64,3;63,1;85,2;49,8;65,7;21222;17,1;0,1
01.01.2016;52;49,3;56,3;58,9;93;38;65,5;36534;12,9;0,2
01.01.2016;53;47,6;82,4;51,6;91,2;40;64,3;17906;14;0,25
01.01.2016;54;47,9;86,4;51,9;87,7;34,4;63,6;15489;15,7;0,24
01.01.2016;48;37,2;76,1;55,2;95,6;54,6;63,5;20580;18,9;0,18
01.01.2016;58;57,9;69,2;72,2;60,2;35,1;63,2;33062;39,3;0,2
01.01.2016;56;48,1;87,6;58,5;73,3;79,7;62,5;50882;40,5;0,36
01.01.2016;52;43,3;63,9;56,9;84;92,4;62,4;24556;25,6;0,12
01.01.2016;46;50,4;40,8;61,9;80,5;56,2;62,3;44501;12,4;0,12
01.01.2016;57;41,6;85,8;48,3;92,3;31,6;61,9;22616;16;0,29
01.01.2016;66;48,4;51,8;60,4;82,1;31,6;61,9;23505;15,1;0,06
01.01.2016;58;47;58,2;59,8;79,3;59,2;61,7;28327;38,9;0,12
01.01.2016;51;50,6;33,9;50,3;92,3;39,3;61,5;26485;5,8;0,1
01.01.2016;48;47,4;90,3;53,1;78,2;37,7;61,3;18529;16,6;0,37
01.01.2016;57;44,1;59,6;61;80,9;39,5;61,2;25266;18,2;0,12
01.01.2016;67;49,8;83,3;42,7;86,2;45;61;27545;4,1;0,19
01.01.2016;47;40,7;89,5;53,9;82,1;50;61;38309;25,9;0,33
01.01.2016;52;47,4;60,3;51,1;80,5;100;60,7;26467;31,2;0,16
01.01.2016;;66,5;30,9;70,5;50;85,4;60,5;26389;13,9;0,1
01.01.2016;56;49,7;92,3;47,3;78,8;30,6;60,4;8338;12,7;0,47
01.01.2016;52;47,8;29,1;44,2;95,7;63,2;60,1;12161;3,6;0,1
01.01.2016;;70,6;26,1;69,3;46,6;79;59,9;22809;5,6;0,07
01.01.2016;56;37,5;95,5;47,7;82,7;95,4;59,9;15626;18,9;0,48
01.01.2016;56;48,3;51;37,1;96,7;48,9;59,7;12338;4,5;0,18
01.01.2016;;39,7;74,1;53,6;81,3;70,4;59,7;28251;11,5;0,15
